AGE07,EDCL07,MARRIED07,KIDS07,OCCAT107,INCOME07,RISK07,WSAVED07,SPENDMOR07,HHOUSES07,NETWORTH07,RiskTol
42,3,1,0,1,106497.63053,2,3,3,1,95430.323318,0.9685048920512531
42,3,1,0,1,106497.63053,2,3,3,1,95326.763553,0.9689301223843503
42,3,1,0,1,106497.63053,2,3,3,1,95430.323318,0.9602613917341956
42,3,1,0,1,106497.63053,2,3,3,1,96362.361202,0.9658862264496066
42,3,1,0,1,106497.63053,2,3,3,1,96372.717178,0.9597402597402598
45,4,1,0,1,167201.27993,3,3,4,1,1833111.3978,0.9491435121153532
45,4,1,0,1,158681.46949,3,3,4,1,1815506.2378,0.9413394432404716
45,4,1,0,1,174656.11407,3,3,4,1,1919066.0026,0.9509622799209649
45,4,1,0,1,173591.13776,3,3,4,1,1574211.9856,0.9426586754224517
45,4,1,0,1,173591.13776,3,3,4,1,1363882.1032,0.9330186298835657
78,2,2,0,3,42599.052212,3,2,5,1,791196.60353,0.9777297833168107
78,2,2,0,3,42599.052212,3,2,5,1,791196.60353,0.9777297833168107
78,2,2,0,3,42599.052212,3,2,5,1,791196.60353,0.9777297833168107
78,2,2,0,3,42599.052212,3,2,5,1,791196.60353,0.9777297833168107
78,2,2,0,3,42599.052212,3,2,5,1,791196.60353,0.9777297833168107
44,4,1,3,1,27689.383938,3,3,5,0,66692.48857,0.0757275132275132
44,4,1,3,1,42599.052212,3,3,5,0,65656.890921,0.0757275132275132
44,4,1,3,1,42599.052212,3,3,5,0,49076.972567,0.07018953854396885
44,4,1,3,1,36209.19438,3,3,5,0,50122.926192,0.0757275132275132
44,4,1,3,1,34079.241769,3,3,5,0,52183.765513,0.07018953854396885
58,3,2,0,1,160811.4221,3,2,5,0,109566.23122,0.4973003165189812
58,3,2,0,1,109692.55945,3,2,5,0,110394.70934,0.49599792485504207
58,3,2,0,1,103302.70161,3,2,5,0,108841.31287,0.4973003165189812
58,3,2,0,1,162941.37471,3,2,5,0,109876.91052,0.4973003165189812
58,3,2,0,1,149096.68274,3,2,5,0,109255.55193,0.4973003165189812
55,4,1,1,2,67093.507233,3,1,4,1,1193578.0699,0.47675776687824123
55,4,1,1,2,77743.270286,3,1,4,1,1191610.4344,0.47663592688474776
55,4,1,1,2,66028.530928,3,1,4,1,1192542.4722,0.4755444660386078
55,4,1,1,2,63898.578318,3,1,4,1,1194717.2273,0.47542375628019473
55,4,1,1,2,67093.507233,3,1,4,1,1193578.0699,0.4755444660386078
46,4,1,3,1,336532.51247,3,3,4,1,7343422.9262,0.5361521699171381
46,4,1,3,1,336532.51247,3,3,4,1,7461481.0581,0.5342611834171025
67,4,1,1,2,1086275.8314,2,3,2,1,21233894.187,0.673021973872878
67,4,1,1,2,1096925.5945,2,3,2,1,21058878.184,0.673021973872878
67,4,1,1,2,1096925.5945,2,3,2,1,21071305.356,0.673021973872878
67,4,1,1,2,1096925.5945,2,3,2,1,20811370.346,0.673021973872878
67,4,1,1,2,1096925.5945,2,3,2,1,21082696.93,0.673021973872878
68,4,1,0,3,221515.0715,2,3,3,1,8014490.2025,0.9330567537348553
68,4,1,0,3,221515.0715,2,3,3,1,8014490.2025,0.9330567537348553
68,4,1,0,3,221515.0715,2,3,3,1,8003098.6283,0.9329240083678845
68,4,1,0,3,221515.0715,2,3,3,1,8013454.6048,0.9330567537348553
68,4,1,0,3,221515.0715,2,3,3,1,8004134.226,0.9329240083678845
67,4,1,0,1,3791315.6468,2,3,2,1,254429772.7,0.7460993137704988
67,4,1,0,1,3833914.6991,2,3,2,1,266447883.41,0.7262892466920123
67,4,1,0,1,3908463.0404,2,3,2,1,268372023.84,0.7396293214738469
67,4,1,0,1,3780665.8838,2,3,2,1,234232511.76,0.7409818608812213
67,4,1,0,1,3791315.6468,2,3,2,1,238793283.8,0.7323081278145942
58,4,1,0,1,118212.36989,3,3,4,1,703512.55062,0.0031579612202092
58,4,1,0,1,119277.34619,3,3,4,1,702476.95297,0.00317803343291165
58,4,1,0,1,119277.34619,3,3,4,1,701441.35532,0.00317803343291165
58,4,1,0,1,118212.36989,3,3,4,1,701430.99935,0.0031782354436817
58,4,1,0,1,118212.36989,3,3,4,1,702466.597,0.0031581606871888
66,4,1,0,2,77743.270286,4,3,5,1,1513008.1646,0.5825174825162001
66,4,1,0,2,77743.270286,4,3,5,1,1042225.4735,0.5564796131685465
27,4,2,0,1,38339.146991,1,3,5,0,27805.796865,0.28946006555131276
27,4,2,0,1,38339.146991,1,3,5,0,26770.199216,0.28946006555131276
27,4,2,0,1,38339.146991,1,3,5,0,26873.758981,0.28946006555131276
27,4,2,0,1,38339.146991,1,3,5,0,26770.199216,0.28946006555131276
27,4,2,0,1,38339.146991,1,3,5,0,26770.199216,0.28946006555131276
68,2,1,0,3,55378.767875,3,3,4,1,1313137.8184,0.7264541507042536
68,2,1,0,3,67093.507233,3,3,4,1,1522328.5434,0.7538719855135628
68,2,1,0,3,57508.720486,3,3,4,1,1521292.9458,0.7538719855135628
68,2,1,0,3,59638.673096,3,3,4,1,1522328.5434,0.7538719855135628
68,2,1,0,3,79873.222897,3,3,4,1,1352490.5291,0.7327486761366597
62,2,1,0,1,66028.530928,4,3,3,1,182782.98498,0.6727305475506328
62,2,1,0,1,67093.507233,4,3,3,1,183922.14239,0.671695402299648
76,2,2,0,3,27902.379199,3,3,1,1,370650.75441,0.17711147111831527
76,2,2,0,3,29286.848396,3,3,1,1,298583.51404,0.18920520117398026
76,2,2,0,3,28221.87209,3,3,1,1,364478.59242,0.17865026307662785
76,2,2,0,3,28434.867351,3,3,1,1,311642.40039,0.17386483482789283
66,2,1,0,3,37274.170685,4,1,5,1,579313.32462,0.1533746445622479
66,2,1,0,3,37274.170685,4,1,5,1,581384.51992,0.11891510570996519
66,2,1,0,3,38339.146991,4,1,5,1,581384.51992,0.2010481762174729
66,2,1,0,3,38339.146991,4,1,5,1,580348.92227,0.15672782874594876
66,2,1,0,3,38339.146991,4,1,5,1,580348.92227,0.1195216971754659
67,4,1,0,3,122472.27511,2,3,4,1,1982548.1385,0.8059931196815189
67,4,1,0,3,122472.27511,2,3,4,1,1988140.3658,0.8088681476909931
53,4,2,0,1,150161.65905,3,2,1,1,1345241.3455,0.9662277720935637
53,4,2,0,1,149096.68274,3,2,1,1,1305888.6349,0.9657677083837635
53,4,2,0,1,150161.65905,3,2,1,1,1350419.3338,0.9662277720935637
53,4,2,0,1,149096.68274,3,2,1,1,1324529.3926,0.9657677083837635
53,4,2,0,1,150161.65905,3,2,1,1,1293461.4631,0.9662277720935637
66,3,2,0,2,13014010.451,2,3,4,1,83927940.235,0.9986046307386013
66,3,2,0,2,13014010.451,2,3,4,1,88296091.117,0.9956466827655281
66,3,2,0,2,13014010.451,2,3,4,1,82487423.906,0.9982340738733402
66,3,2,0,2,13014010.451,2,3,4,1,89761461.79,0.9976853852246508
66,3,2,0,2,13014010.451,2,3,4,1,78556295.232,0.9944247567492623
45,3,1,1,1,90522.98595,2,1,4,1,208362.2469,0.10837577815426121
45,3,1,1,1,90522.98595,2,1,4,1,214575.83279,0.1063596491231842
45,3,1,1,1,90522.98595,2,1,4,1,210433.44219,0.1063596491231842
45,3,1,1,1,90522.98595,2,1,4,1,205255.45395,0.10837577815426121
45,3,1,1,1,90522.98595,2,1,4,1,215611.43044,0.1063596491231842
53,4,1,2,2,1203423.225,3,3,4,1,16948591.117,0.9247679004711551
53,4,1,2,2,1182123.6989,3,3,4,1,17094610.385,0.9247679004711551
53,4,1,2,2,1182123.6989,3,3,4,1,15861213.586,0.9247679004711551
53,4,1,2,2,1171473.9358,3,3,4,1,16197782.822,0.9247679004711551
53,4,1,2,2,1192773.4619,3,3,4,1,16408009.144,0.9247679004711551
39,4,1,2,2,62045519.546,2,3,3,1,85239969.964,0.39662425557388403
39,4,1,2,2,62045519.546,2,3,3,1,81106040.202,0.5062230896461777
75,4,1,0,3,93717.914866,4,2,4,1,1161940.5617,0.6968405388618989
44,4,1,2,1,581477.06269,2,3,4,1,2450224.0366,0.7665165165142316
44,4,1,2,1,830681.51813,2,3,4,1,2367376.2247,0.7679920104896721
44,4,1,2,1,558047.58397,2,3,4,1,2295919.9869,0.7632865423582086
44,4,1,2,1,587866.92052,2,3,4,1,2885175.049,0.7957279860511295
55,4,1,2,2,1938256.8756,2,3,3,1,21936029.393,0.8491508491512426
55,4,1,2,2,1927607.1126,2,3,3,1,22864960.483,0.8491508491512426
55,4,1,2,2,1938256.8756,2,3,3,1,21956741.346,0.8491508491512426
55,4,1,2,2,1938256.8756,2,3,3,1,21694735.14,0.8491508491512426
55,4,1,2,2,1927607.1126,2,3,3,1,22052016.329,0.8491508491512426
57,4,1,0,1,851981.04423,3,1,3,1,13365423.253,0.9842599579274952
57,4,1,0,1,851981.04423,3,1,3,1,13290860.222,0.9842599579274952
57,4,1,0,1,851981.04423,3,1,3,1,13227688.766,0.9842599579274952
57,4,1,0,1,851981.04423,3,1,3,1,13267041.476,0.9842599579274952
57,4,1,0,1,851981.04423,3,1,3,1,13198692.031,0.9842599579274952
51,4,1,2,2,181045.9719,3,3,4,1,2089836.0549,0.00440917107587225
51,4,1,2,2,181045.9719,3,3,4,1,2088800.4572,0.0044169611307119
51,4,1,2,2,181045.9719,3,3,4,1,2089836.0549,0.00440917107587225
51,4,1,2,2,181045.9719,3,3,4,1,2087764.8596,0.0044169611307119
51,4,1,2,2,181045.9719,3,3,4,1,2088800.4572,0.00440917107587225
63,4,1,0,2,207670.37953,2,3,2,1,1185034.3893,0.6849766504432504
63,4,1,0,2,162941.37471,2,3,2,1,1246238.2103,0.6771536746304521
63,4,1,0,2,258789.24219,2,3,2,1,1088206.0091,0.7171501484284556
63,4,1,0,2,142706.82491,2,3,2,1,1367920.934,0.746919746919914
63,4,1,0,2,189565.78234,2,3,2,1,1042743.2724,0.7130395440057323
58,4,1,0,3,6091664.4663,3,3,4,1,172231280.54,0.9306121742374203
58,4,1,0,3,6656101.9081,3,3,4,1,170740019.92,0.930532600919822
58,4,1,0,1,290738.53135,3,3,5,1,3203103.5271,0.1483186977953475
58,4,1,0,1,290738.53135,3,3,5,1,3202067.9295,0.1483186977953475
58,4,1,0,1,291803.50765,3,3,5,1,2518573.4814,0.14856713265583135
58,4,1,0,1,290738.53135,3,3,5,1,3212423.9059,0.1483186977953475
58,4,1,0,1,290738.53135,3,3,5,1,2610741.6721,0.1483186977953475
33,4,1,0,1,95847.867476,1,3,5,1,239740.85565,0.5690402476790878
33,4,1,0,1,95847.867476,1,3,5,1,239740.85565,0.5690402476790878
33,4,1,0,1,95847.867476,1,3,5,1,240776.4533,0.5690402476790878
33,4,1,0,1,94782.891171,1,3,5,1,239740.85565,0.5690402476790878
33,4,1,0,1,94782.891171,1,3,5,1,239740.85565,0.5690402476790878
69,4,1,0,2,1096925.5945,3,3,5,1,10773322.338,0.9820787274370968
69,4,1,0,2,1107575.3575,3,3,5,1,10854098.955,0.9775420661806953
69,4,1,0,2,1096925.5945,3,3,5,1,10855134.553,0.977524906446507
69,4,1,0,2,1107575.3575,3,3,5,1,10823031.025,0.9793763006301054
70,3,1,0,3,53248.815265,3,2,4,1,464103.08622,0.016227132335497052
70,3,1,0,3,53248.815265,3,2,4,1,461824.77139,0.01634362226565285
70,3,1,0,3,53248.815265,3,2,4,1,468763.27564,0.01540177405759005
70,3,1,0,3,53248.815265,3,2,4,1,464724.44481,0.01667823172097805
70,3,1,0,3,53248.815265,3,2,4,1,479429.93142,0.0146240401673085
78,2,1,0,3,38339.146991,3,3,5,1,40806171.946,0.9794321336568284
78,2,1,0,3,38339.146991,3,3,5,1,35092779.719,0.9826643170363324
78,2,1,0,3,38339.146991,3,3,5,1,38246174.559,0.9794834342361336
78,2,1,0,3,38339.146991,3,3,5,1,44985844.056,0.9814186687910667
78,2,1,0,3,38339.146991,3,3,5,1,42541833.605,0.9858833520452488
46,4,1,0,1,55378.767875,2,3,5,0,25092.531025,0.7720953326699258
46,4,1,0,1,55378.767875,2,3,5,0,25040.751143,0.7720953326699258
46,4,1,0,1,55378.767875,2,3,5,0,24926.835402,0.7720953326699258
46,4,1,0,1,55378.767875,2,3,5,0,24978.615284,0.7720953326699258
46,4,1,0,1,55378.767875,2,3,5,0,25020.03919,0.7720953326699258
67,4,1,0,2,2992583.4179,3,3,1,1,33277894.84,0.9790413111181993
67,4,1,0,2,2992583.4179,3,3,1,1,33247862.508,0.9790413111181993
67,4,1,0,2,2992583.4179,3,3,1,1,33951033.312,0.9790413111181993
67,4,1,0,2,2992583.4179,3,3,1,1,34085661.006,0.9790413111181993
67,4,1,0,2,2992583.4179,3,3,1,1,33806049.641,0.9790413111181993
59,4,1,0,3,502668.8161,2,3,5,1,7727629.6538,0.9468050065881857
59,4,1,0,3,502668.8161,2,3,5,1,7727629.6538,0.9468050065881857
59,4,1,0,3,502668.8161,2,3,5,1,7727629.6538,0.9468050065881857
59,4,1,0,3,502668.8161,2,3,5,1,7726594.0562,0.9468050065881857
59,4,1,0,3,503733.7924,2,3,5,1,7727629.6538,0.9468050065881857
72,4,1,0,3,78808.246592,4,2,5,1,558062.86088,0.7164815293215173
52,4,1,2,2,10649763.053,2,3,3,0,45133520.281,0.9718465933382312
52,4,1,2,2,10649763.053,2,3,3,0,48080934.749,0.9730587403258244
52,4,1,2,2,10649763.053,2,3,3,0,47105401.764,0.9780910198720476
52,4,1,2,2,10649763.053,2,3,3,0,46863279.033,0.9789482264773401
52,4,1,2,2,10649763.053,2,3,3,0,47467860.941,0.97594538154683
95,2,2,0,3,186370.85343,3,2,5,0,6544770.0196,0.8033238315867481
95,2,2,0,3,185305.87712,3,2,5,0,26428244.873,0.8029498054502431
95,2,2,0,3,185305.87712,3,2,5,0,6544770.0196,0.802827500925535
95,2,2,0,3,186370.85343,3,2,5,0,6544770.0196,0.8031779103842065
95,2,2,0,3,186370.85343,3,2,5,0,6544770.0196,0.8033513108172907
75,2,2,0,3,11714.739358,4,3,5,1,190860.64664,0.18783068783135004
75,2,2,0,3,10649.763053,4,3,5,1,191896.24428,0.19523809524160657
75,2,2,0,3,11714.739358,4,3,5,1,195003.03723,0.2159277504087867
53,4,2,0,1,79873.222897,3,3,5,1,884918.19073,0.9459141274237424
53,4,2,0,1,79873.222897,3,3,5,1,878704.60483,0.9291484716156402
53,4,2,0,1,79873.222897,3,3,5,1,859028.24951,0.9300535475231291
67,4,1,0,2,7018193.8519,1,2,1,1,505312623.45,0.9950229579905827
67,4,1,0,2,7646529.872,1,2,1,1,513813844.55,0.9919485761522138
67,4,1,0,2,7444184.374,1,2,1,1,458005487.26,0.994309842922976
67,4,1,0,2,7784976.7917,1,2,1,1,476916535.92,0.992891626351041
67,4,1,0,2,7039493.378,1,2,1,1,458186716.85,0.9943959847111767
77,4,1,0,3,1261996.9218,3,1,5,0,31861197.257,0.65376872820004
77,4,1,0,3,1261996.9218,3,1,5,0,27003208.687,0.6127158863835565
77,4,1,0,3,1261996.9218,3,1,5,0,32689675.376,0.6592536046291799
38,4,1,1,1,221515.0715,2,3,5,1,732478.21685,0.9551243177683444
38,4,1,1,1,221515.0715,2,3,5,1,732478.21685,0.9551243177683444
38,4,1,1,1,221515.0715,2,3,5,1,732478.21685,0.9551243177683444
38,4,1,1,1,221515.0715,2,3,5,1,732478.21685,0.9551243177683444
38,4,1,1,1,221515.0715,2,3,5,1,732478.21685,0.9551243177683444
60,4,1,0,2,308843.12854,3,3,5,1,2728799.804,0.6628471393331742
60,4,1,0,2,308843.12854,3,3,5,1,2727764.2064,0.6628471393331742
60,4,1,0,2,308843.12854,3,3,5,1,2865498.6937,0.6628471393331742
60,4,1,0,2,308843.12854,3,3,5,1,2727764.2064,0.6628471393331742
60,4,1,0,2,308843.12854,3,3,5,1,2727764.2064,0.6628471393331742
84,4,2,0,3,35144.218075,4,3,2,0,582005.87851,0.8302367040564853
84,4,2,0,3,35144.218075,4,3,2,0,582005.87851,0.8163225277026134
84,4,2,0,3,35144.218075,4,3,2,0,582005.87851,0.8280507225262155
84,4,2,0,3,35144.218075,4,3,2,0,582005.87851,0.8223831055274884
84,4,2,0,3,36209.19438,4,3,2,0,582005.87851,0.8210679808136387
68,4,1,0,2,825356.6366,3,3,3,1,10204779.229,0.923233020247699
68,4,1,0,2,830681.51813,3,3,3,1,10334228.935,0.9233319554849673
68,4,1,0,2,827486.58921,3,3,3,1,10423290.333,0.9231539133896448
68,4,1,0,2,826421.61291,3,3,3,1,10239989.549,0.9235892460233752
68,4,1,0,2,829616.54182,3,3,3,1,10460571.848,0.9235001364746234
78,4,1,0,1,7902124.1853,2,3,3,1,166324542.23,0.9966121409923803
78,4,1,0,1,9222694.8038,2,3,3,1,181781147.81,0.9964864468291392
78,4,1,0,1,8179018.0247,2,3,3,1,172538024.56,0.9964207809267891
78,4,1,0,1,8818003.8078,2,3,3,1,172057610.81,0.9958679917062433
78,4,1,0,1,8892552.1492,2,3,3,1,175929606.86,0.9964152690984908
56,4,1,2,1,132057.06186,2,1,2,1,1147959.9935,0.6028046300649407
56,4,1,2,1,132057.06186,2,1,2,1,1123002.0901,0.5808994708983153
56,4,1,2,1,132057.06186,2,1,2,1,1126212.4428,0.5847971689978527
51,4,1,2,1,547397.82092,2,3,3,1,4860059.7649,0.8921985815586808
51,4,1,2,1,547397.82092,2,3,3,1,4611516.3292,0.8921985815586808
51,4,1,2,1,547397.82092,2,3,3,1,4874558.1319,0.8921985815586808
51,4,1,2,1,547397.82092,2,3,3,1,4592875.5715,0.8921985815586808
51,4,1,2,1,547397.82092,2,3,3,1,4785496.7342,0.8921985815586808
83,1,1,0,2,4643296.6911,2,3,3,1,34542359.569,0.806644609869579
83,1,1,0,2,4653946.4541,2,3,3,1,34200612.345,0.7981521828912366
38,2,1,2,1,129927.10925,2,2,3,1,473268.12541,0.16781874040026135
38,2,1,2,1,129927.10925,2,2,3,1,474303.72306,0.1690085870422497
38,2,1,2,1,129927.10925,2,2,3,1,475339.32071,0.16781874040026135
38,2,1,2,1,129927.10925,2,2,3,1,475339.32071,0.16781874040026135
38,2,1,2,1,129927.10925,2,2,3,1,473268.12541,0.1690085870422497
43,4,1,1,1,387651.37513,3,3,5,1,2388088.1777,0.272507656632317
43,4,1,1,1,394041.23296,3,3,5,1,2380838.9941,0.23363473478112778
43,4,1,1,1,401496.0671,3,3,5,1,2313525.147,0.2256880241086644
43,4,1,1,1,397236.16187,3,3,5,1,2339415.0882,0.24876985320385325
67,1,1,0,2,1139524.6467,3,3,3,1,15968605.062,0.9784453940877911
67,1,1,0,2,985103.0824,3,3,3,1,15451116.917,0.9774170636784267
64,4,1,0,2,5303582.0004,2,3,4,1,159977053.56,0.8984932190851935
64,4,1,0,2,5292932.2373,2,3,4,1,182805768.13,0.9173856105292473
64,4,1,0,2,5271632.7112,2,3,4,1,180915802.42,0.9159747128930542
64,4,1,0,2,5175784.8437,2,3,4,1,173081506.21,0.9106086206500612
64,4,1,0,2,5186434.6068,2,3,4,1,166625590.46,0.9100974003037122
54,4,2,0,1,84133.128118,3,3,5,0,115676.25735,0.9580738434165381
54,4,2,0,1,84133.128118,3,3,5,0,121889.84324,0.9591036977492585
54,4,2,0,1,84133.128118,3,3,5,0,125100.19595,0.9595475460123608
54,4,2,0,1,84133.128118,3,3,5,0,111740.98628,0.9563217017205237
54,4,2,0,1,84133.128118,3,3,5,0,111533.86675,0.95725574712649
38,4,1,2,1,271568.95785,2,3,5,1,5087891.2476,0.9213568394713789
38,4,1,2,1,277958.81568,2,3,5,1,5087891.2476,0.9143857962770311
38,4,1,2,1,277958.81568,2,3,5,1,4849703.7884,0.9124071394213356
38,4,1,2,1,280088.76829,2,3,5,1,4083361.5284,0.9033639857860786
38,4,1,2,1,270503.98154,2,3,5,1,5087891.2476,0.9246396957611029
60,4,1,0,2,4547448.8236,2,3,4,1,110806877.2,0.985649694458697
60,4,1,0,2,4803043.1369,2,3,4,1,108644549.31,0.9864869322307417
60,4,1,0,2,4547448.8236,2,3,4,1,111925322.66,0.9876564940536687
60,4,1,0,2,4547448.8236,2,3,4,1,113732440.56,0.9854270308030976
60,4,1,0,2,4898891.0043,2,3,4,1,112868752.12,0.9874293281683373
42,4,1,3,2,210865.30845,3,3,5,1,2187492.9131,0.232230244315529
42,4,1,3,2,209800.33214,3,3,5,1,2174030.1437,0.25115409292474017
42,4,1,3,2,210865.30845,3,3,5,1,2236166.0026,0.22852491546759374
42,4,1,3,2,210865.30845,3,3,5,1,2468139.8759,0.23066319441589955
42,4,1,3,2,210865.30845,3,3,5,1,2235130.405,0.24993463962617934
81,2,2,0,3,41534.075906,4,2,2,1,346200.29393,0.01773889233951735
81,2,2,0,3,40469.099601,4,2,2,1,347235.89157,0.01764273956389035
81,2,2,0,3,42599.052212,4,2,2,1,346096.73416,0.019272675311696602
81,2,2,0,3,40469.099601,4,2,2,1,347235.89157,0.017548492690654352
81,2,2,0,3,40469.099601,4,2,2,1,345993.1744,0.0180843728452444
48,4,1,2,2,532488.15265,3,3,2,1,3380190.725,0.6108715737630411
39,1,1,4,2,2129952.6106,2,3,2,1,19720886.022,0.8303812189032658
39,1,1,4,2,2129952.6106,2,3,2,1,20187940.562,0.8303812189032658
39,1,1,4,2,2140602.3736,2,3,2,1,21318813.194,0.8303812189032658
39,1,1,4,2,2129952.6106,2,3,2,1,19902115.611,0.8303812189032658
39,1,1,4,2,2140602.3736,2,3,2,1,21765155.781,0.8303812189032658
84,4,2,0,3,1821109.4821,2,3,4,1,35076624.396,0.9955908932673975
84,4,2,0,3,1821109.4821,2,3,4,1,231294521.23,0.9804560166168759
84,4,2,0,3,1821109.4821,2,3,4,1,216933681.52,0.9952848938369891
84,4,2,0,3,1831759.2451,2,3,4,1,40399492.75,0.9928201889941846
84,4,2,0,3,1821109.4821,2,3,4,1,184567112.61,0.9934700562843382
48,4,1,0,1,127797.15664,3,3,5,1,359663.06336,0.12314618644077224
48,4,1,0,1,127797.15664,3,3,5,1,350239.12476,0.12859676783614424
48,4,1,0,1,127797.15664,3,3,5,1,337811.95297,0.1362711864403689
48,4,1,0,1,127797.15664,3,3,5,1,334705.16003,0.13877118644051029
48,4,1,0,1,127797.15664,3,3,5,1,360595.10124,0.12314618644077224
71,4,1,0,3,9662530.0179,2,3,4,1,300576003.92,0.8960057091325202
71,4,1,0,3,7692323.8531,2,3,4,1,330294549.64,0.8534125722670682
71,4,1,0,3,8603943.5705,2,3,4,1,319039674.4,0.8967792106450027
72,3,1,0,2,1004272.6559,3,3,3,1,13856296.538,0.5843431513422006
72,3,1,0,2,1003207.6796,3,3,3,1,13856296.538,0.6220527785028653
49,4,1,2,2,56603490.626,2,3,2,1,101686368.71,0.9834936975457662
49,4,1,2,2,56592840.863,2,3,2,1,105912642.72,0.9827688541338231
49,4,1,2,2,56592840.863,2,3,2,1,102153423.25,0.9794519414350125
49,4,1,2,2,56603490.626,2,3,2,1,107390440.56,0.9841159957180508
49,4,1,2,2,56592840.863,2,3,2,1,101116790.01,0.981644302910467
61,4,1,0,2,5229033.659,2,3,3,1,13415131.94,0.8542384313810789
61,4,1,0,2,5229033.659,2,3,3,1,12674679.621,0.8505317511960875
61,4,1,0,2,5229033.659,2,3,3,1,13341604.507,0.8622972595663849
61,4,1,0,2,5229033.659,2,3,3,1,12601152.188,0.8448731314566185
61,4,1,0,2,5229033.659,2,3,3,1,13583934.357,0.8359093004953249
62,4,2,0,2,1789160.1929,3,3,3,1,12764776.617,0.43978464125940553
62,4,2,0,2,1778510.4298,3,3,3,1,11673256.695,0.4478386763903007
62,4,2,0,2,1789160.1929,3,3,3,1,12660181.254,0.4592092977382034
62,4,2,0,2,1799809.9559,3,3,3,1,12291508.491,0.46097977141784896
62,4,2,0,2,1778510.4298,3,3,3,1,11390538.537,0.4572432055116572
52,4,1,1,1,505863.74501,3,3,2,1,5252551.2737,0.6255682481954261
52,4,1,1,1,505863.74501,3,3,2,1,5255658.0666,0.6255682481954261
52,4,1,1,1,505863.74501,3,3,2,1,5251515.676,0.6255682481954261
52,4,1,1,1,505863.74501,3,3,2,1,5257729.2619,0.6255682481954261
52,4,1,1,1,505863.74501,3,3,2,1,5263942.8478,0.6255682481954261
27,3,1,0,1,117147.39358,3,2,3,1,245229.52319,0.8212151045340784
78,4,1,0,1,2492044.5544,3,3,4,1,143999853.04,0.9731079881641345
78,4,1,0,1,2502694.3174,3,3,4,1,143999853.04,0.9731079881641345
78,4,1,0,1,2502694.3174,3,3,4,1,143999853.04,0.9731079881641345
78,4,1,0,1,2492044.5544,3,3,4,1,143999853.04,0.9731079881641345
78,4,1,0,1,2492044.5544,3,3,4,1,143999853.04,0.9731079881641345
54,3,1,1,1,85198.104423,2,3,4,1,284478.67407,0.8459459459462282
54,3,1,1,1,86263.080729,2,3,4,1,283443.07642,0.8459459459462282
54,3,1,1,1,85198.104423,2,3,4,1,282407.47877,0.8452054794520548
54,3,1,1,1,86263.080729,2,3,4,1,284478.67407,0.8459459459462282
54,3,1,1,1,86263.080729,2,3,4,1,283443.07642,0.8452054794520548
69,4,1,0,2,605971.51771,2,3,5,1,4249057.1522,0.9850908975337214
69,4,1,0,2,626206.06751,2,3,5,1,3454753.7557,0.9771376811594901
69,4,1,0,2,626206.06751,2,3,5,1,3778481.5807,0.9800179134628497
69,4,1,0,2,627271.04382,2,3,5,1,3245563.0307,0.9700010896806872
69,4,1,0,2,627271.04382,2,3,5,1,4111322.6649,0.9844217567330208
25,4,2,0,1,10117.2749,4,2,5,1,-30860.80993,0.14536394805647185
25,4,2,0,1,10117.2749,4,2,5,1,-30860.80993,0.1428356459733307
25,4,2,0,1,10117.2749,4,2,5,1,-30860.80993,0.14556111838064806
25,4,2,0,1,10117.2749,4,2,5,1,-30860.80993,0.13997844699263645
25,4,2,0,1,10117.2749,4,2,5,1,-44323.57936,0.16719740343891937
78,4,1,0,3,240684.645,2,2,4,1,8841104.2456,0.9353291099283828
78,4,1,0,3,194890.66387,2,2,4,1,12153981.123,0.9473012013880804
78,4,1,0,3,160811.4221,2,2,4,1,12352815.872,0.9507911911970408
78,4,1,0,3,244944.55022,2,2,4,1,14426082.364,0.9816075436132496
49,2,1,1,1,122472.27511,3,1,2,1,1991454.2782,0.04950495049486015
49,2,1,1,1,121407.2988,3,1,2,1,1990418.6806,0.04950495049486015
49,2,1,1,1,121407.2988,3,1,2,1,1991454.2782,0.04950495049486015
32,4,1,1,2,200215.5454,1,3,1,1,1165047.3547,0.7398424543955802
32,4,1,1,2,200215.5454,1,3,1,1,1165047.3547,0.7398424543955802
32,4,1,1,2,200215.5454,1,3,1,1,1165047.3547,0.7398424543955802
32,4,1,1,2,200215.5454,1,3,1,1,1165047.3547,0.7398424543955802
32,4,1,1,2,200215.5454,1,3,1,1,1166082.9523,0.7398424543955802
54,4,1,0,2,26091919.48,3,3,5,1,27187545.069,0.8511335484465645
40,3,1,4,1,104367.67792,3,3,2,1,1582662.4624,0.9704674889494416
40,3,1,4,1,104367.67792,3,3,2,1,1582662.4624,0.9705911436585445
40,3,1,4,1,104367.67792,3,3,2,1,1582662.4624,0.9705911436585445
40,3,1,4,1,104367.67792,3,3,2,1,1582662.4624,0.9704180442801983
40,3,1,4,1,104367.67792,3,3,2,1,1582662.4624,0.9703438957111624
53,4,2,3,4,249204.45544,2,3,2,1,4179672.1097,0.979804812574366
53,4,2,3,4,249204.45544,2,3,2,1,5733068.5826,0.9852689750653375
53,4,2,3,4,249204.45544,2,3,2,1,6171126.388,0.9859377940795944
53,4,2,3,4,249204.45544,2,3,2,1,4084397.1261,0.9794063830070125
53,4,2,3,4,249204.45544,2,3,2,1,6695138.7982,0.9868227860185987
69,4,1,0,1,490954.07674,3,2,4,1,21578748.204,0.9769873289720372
