,AGE07,EDCL07,MARRIED07,KIDS07,OCCAT107,INCOME07,RISK07,WSAVED07,SPENDMOR07,HHOUSES07,NETWORTH07,Risky2007,Risky2009,Safe2007,Safe2009,RiskTol2007,RiskTol2009,RiskTolChange
18996,53,4,1,1,4,243879.57391,2,1,4,0,1205124.9837,5177.988243,3500,55611.59372972,50000,0.08517887563898169,0.06542056074766354,-0.019758314891318143
18997,53,4,1,1,4,243879.57391,2,1,4,0,1205124.9837,5177.988243,3500,55611.59372972,50000,0.08517887563898169,0.06542056074766354,-0.019758314891318143
18998,53,4,1,1,4,243879.57391,2,1,4,0,1205124.9837,5177.988243,3500,55611.59372972,50000,0.08517887563898169,0.06542056074766354,-0.019758314891318143
18999,53,4,1,1,4,244944.55022,2,1,4,0,1205124.9837,5177.988243,3500,55611.59372972,50000,0.08517887563898169,0.06542056074766354,-0.019758314891318143
19000,50,3,1,1,1,129927.10925,3,3,5,1,395184.0627,2899.6734161,300000,12427.171783,12000,0.18918918919271593,0.9615384615384616,0.7723492723457457
19001,50,3,1,1,1,129927.10925,3,3,5,1,395391.18223,2899.6734161,300000,12427.171783,12000,0.18918918919271593,0.9615384615384616,0.7723492723457457
19002,50,3,1,1,1,129927.10925,3,3,5,1,395184.0627,2899.6734161,300000,12427.171783,12000,0.18918918919271593,0.9615384615384616,0.7723492723457457
19003,50,3,1,1,1,129927.10925,3,3,5,1,396323.22012,2899.6734161,300000,12427.171783,12000,0.18918918919271593,0.9615384615384616,0.7723492723457457
19004,50,3,1,1,1,129927.10925,3,3,5,1,397151.69824,2899.6734161,300000,12427.171783,12000,0.18918918919271593,0.9615384615384616,0.7723492723457457
19010,86,2,1,0,1,2319518.3929,2,2,4,1,130236760.29,21032988.2435,8550000,9070799.803989999,6430000,0.6986824452231584,0.5707610146862483,-0.12792143053691007
19011,86,2,1,0,1,3747651.6183,2,2,4,1,114780465.38,19842050.947,8480000,9144327.23711,6277000,0.6845301893520862,0.5746425425221928,-0.10988764682989338
19012,86,2,1,0,1,3601749.8645,2,2,4,1,132400123.78,21913246.2438,8190000,9842320.052229999,6697000,0.6900600052136225,0.5501444213071808,-0.13991558390644177
19013,86,2,1,0,1,2387676.8765,2,2,4,1,126308738.41,21540431.0909,9540000,9235459.83014,6958000,0.6999125109380292,0.578251909322342,-0.12166060161568715
19014,86,2,1,0,1,2035169.7194,2,2,4,1,119981236.77,20121662.3121,9920000,8625492.81521,6440000,0.6999531683392308,0.6063569682151589,-0.09359620012407188
19015,81,4,2,0,3,19169.573495,4,1,1,1,1090380.7642,1035.5976486,0,3106.7929458,1000,0.25,0.0,-0.25
19016,81,4,2,0,3,19169.573495,4,1,1,1,1090380.7642,1035.5976486,0,3106.7929458,1000,0.25,0.0,-0.25
19017,81,4,2,0,3,19169.573495,4,1,1,1,1090380.7642,1035.5976486,0,3106.7929458,1000,0.25,0.0,-0.25
19018,81,4,2,0,3,19169.573495,4,1,1,1,1090380.7642,1035.5976486,0,3106.7929458,1000,0.25,0.0,-0.25
19019,81,4,2,0,3,19169.573495,4,1,1,1,1090380.7642,1035.5976486,0,3106.7929458,1000,0.25,0.0,-0.25
19025,61,4,1,0,3,261984.1711,3,3,2,1,1405306.0091,12427.171783,23000,128414.108426,90000,0.0882352941166029,0.20353982300884957,0.11530452889224667
19026,61,4,1,0,3,261984.1711,3,3,2,1,1402199.2162,12427.171783,23000,126342.91312800001,89000,0.08955223880543237,0.20535714285714285,0.11580490405171048
19027,61,4,1,0,3,261984.1711,3,3,2,1,1403234.8138,12427.171783,23000,126342.91312800001,90000,0.08955223880543237,0.20353982300884957,0.1139875842034172
19028,61,4,1,0,3,261984.1711,3,3,2,1,1416697.5833,12427.171783,23000,139805.68256000002,90000,0.08163265306055419,0.20353982300884957,0.12190716994829538
19029,61,4,1,0,3,261984.1711,3,3,2,1,1403234.8138,12427.171783,23000,126342.91312800001,90000,0.08955223880543237,0.20353982300884957,0.1139875842034172
19050,48,4,1,2,2,6475055.9362,2,3,2,1,20796354.18,1291390.2678,900000,2502521.7178023,1155000,0.3403848778518741,0.43795620437956206,0.09757132652768796
19051,48,4,1,2,2,6038415.651,2,3,2,1,19293701.992,1187830.50294,900000,1052685.0098023,1155000,0.5301594638307787,0.43795620437956206,-0.09220325945121666
19052,48,4,1,2,2,6901046.4583,2,3,2,1,19581598.138,1293461.4630900002,900000,1280516.4925023,1155000,0.5025145845867824,0.43795620437956206,-0.06455838020722038
19053,48,4,1,2,2,5963867.3096,2,3,2,1,19671695.134,1174367.73351,900000,1508347.9752023001,1155000,0.43775332946989554,0.43795620437956206,0.00020287490966652832
19054,48,4,1,2,2,6890396.6952,2,3,2,1,19594025.31,1508865.7740099998,900000,1073396.9628023,1155000,0.5843192299915361,0.43795620437956206,-0.146363025611974
19055,52,2,1,0,2,13290904.29,3,3,3,1,118414377.53,25403210.32,2960000,3284915.74131,2466000,0.885495632085214,0.5455215628455584,-0.33997406923965556
19056,52,2,1,0,2,13290904.29,3,3,3,1,115973473.87,22027161.986,2840000,3027051.92683,2617000,0.8791799280806859,0.5204324720542423,-0.35874745602644365
19057,52,2,1,0,2,13290904.29,3,3,3,1,111573219.46,25227158.72,2980000,3159608.4258499998,2473000,0.8886943197999242,0.5464881716486337,-0.34220614815129047
19058,52,2,1,0,2,13748844.101,3,3,3,1,141833382.76,27577965.382,2810000,3340838.01434,2719000,0.8919480171494778,0.5082293362271658,-0.383718680922312
19059,52,2,1,0,2,13290904.29,3,3,3,1,115553021.23,21654346.832,2950000,3360514.36968,2645000,0.8656592837918962,0.5272564789991063,-0.33840280479278984
19060,54,4,1,0,1,436640.28517,2,3,5,1,9918954.2782,77669.823645,0,119093.72959,284000,0.394736842103257,0.0,-0.394736842103257
19061,54,4,1,0,1,436640.28517,2,3,5,1,9518177.9882,77669.823645,0,119093.72959,321000,0.394736842103257,0.0,-0.394736842103257
19062,54,4,1,0,1,436640.28517,2,3,5,1,9714941.5415,77669.823645,0,119093.72959,394000,0.394736842103257,0.0,-0.394736842103257
19063,54,4,1,0,1,436640.28517,2,3,5,1,9777077.4004,77669.823645,0,119093.72959,405000,0.394736842103257,0.0,-0.394736842103257
19064,54,4,1,0,1,436640.28517,2,3,5,1,9358695.9504,77669.823645,0,119093.72959,405000,0.394736842103257,0.0,-0.394736842103257
19065,61,4,1,1,3,7018193.8519,3,3,4,1,65764903.756,1585500.0000349998,2786000,545035.042459,1467000,0.7441792640871172,0.6550670115212791,-0.0891122525658381
19066,61,4,1,1,3,7007544.0888,3,3,4,1,63967002.678,1843363.814486,2531000,621565.708682,1514000,0.7478363162760348,0.6257107540173054,-0.12212556225872939
19067,61,4,1,1,3,7018193.8519,3,3,4,1,53915491.901,1523364.1410349999,2819000,541824.68975,1520000,0.7376391535373321,0.6496888684028578,-0.08795028513447434
19068,61,4,1,1,3,7018193.8519,3,3,4,1,18053884.487,1480904.637486,2657000,527429.882426,1578000,0.7373794668185505,0.6273907910271547,-0.10998867579139582
19069,61,4,1,1,3,7007544.0888,3,3,4,1,24920828.935,1801939.908586,2827000,606031.7439550001,1466000,0.748322724930965,0.6585138597717214,-0.08980886515924358
19070,71,4,1,0,2,564437.44181,3,3,5,1,19780950.686,207119.52972,843000,38317.112998,206000,0.8438818565407721,0.8036224976167778,-0.04025935892399424
19071,71,4,1,0,2,564437.44181,3,3,5,1,22133828.543,207119.52972,1461000,40388.308295,204000,0.8368200836833608,0.8774774774774775,0.0406573937941167
19072,71,4,1,0,2,564437.44181,3,3,5,1,21023667.864,207119.52972,1685000,90096.995428,227900,0.6968641114987267,0.8808615191593915,0.18399740766066475
19073,71,4,1,0,2,564437.44181,3,3,5,1,20461338.341,207119.52972,3063000,45566.296538,454500,0.8196721311488385,0.8707889125799574,0.05111678143111886
19074,71,4,1,0,2,564437.44181,3,3,5,1,21013311.888,207119.52972,715000,90096.995428,367800,0.6968641114987267,0.6603250831178427,-0.036539028380884075
19080,36,3,1,0,1,70288.436149,4,3,3,0,17708.719791,5177.988243,4200,2174.7550621,1140,0.704225352108845,0.7865168539325843,0.08229150182373934
19081,36,3,1,0,1,58573.696791,4,3,3,0,16155.323318,5177.988243,2600,2174.7550621,1150,0.704225352108845,0.6933333333333334,-0.010892018775511603
19082,36,3,1,0,1,71353.412455,4,3,3,0,24440.104507,5177.988243,2700,2174.7550621,1150,0.704225352108845,0.7012987012987013,-0.0029266508101436495
19083,36,3,1,0,1,67093.507233,4,3,3,0,14394.807315,5177.988243,3400,2174.7550621,1080,0.704225352108845,0.7589285714285714,0.05470321931972644
19084,36,3,1,0,1,54313.79157,4,3,3,0,17605.160026,5177.988243,2600,2174.7550621,1010,0.704225352108845,0.7202216066481995,0.015996254539354493
19090,37,4,1,3,2,86263.080729,1,1,4,1,250511.0712,517.7988243,2000,6213.5858916,15000,0.07692307692307693,0.11764705882352941,0.04072398190045248
19091,37,4,1,3,2,93717.914866,1,1,4,1,247507.83801,11391.574135,2000,6213.5858916,15000,0.6470588235374307,0.11764705882352941,-0.5294117647139013
19092,37,4,1,3,2,63898.578318,1,1,4,1,398394.41541,4867.3089484,2000,6213.5858916,15000,0.439252336447586,0.11764705882352941,-0.32160527762405655
19093,37,4,1,3,2,61768.625707,1,1,4,1,249786.15284,10355.976486,2000,6213.5858916,15000,0.625,0.11764705882352941,-0.5073529411764706
19094,37,4,1,3,2,67093.507233,1,1,4,1,404297.32201,3417.4722404,2000,6213.5858916,15000,0.3548387096787591,0.11764705882352941,-0.23719165085522967
19095,61,4,1,0,3,441965.1667,3,3,3,1,3503426.8452,921681.90725,4770000,25889.941215,25500,0.9726775956282999,0.9946825148576791,0.022004919229379194
19096,61,4,1,0,3,377001.61207,3,3,3,1,3981872.9589,1075985.95689,5500000,25889.941215,25500,0.976503759398381,0.9953850330286852,0.01888127363030423
19097,61,4,1,0,3,354637.10966,3,3,3,1,8141868.7133,3472358.915747,6010000,25889.941215,25500,0.9925991711071454,0.9957749979289205,0.003175826821775196
19098,61,4,1,0,3,431315.40364,3,3,3,1,4981224.6897,2280386.02224,4990000,25889.941215,25500,0.9887741356085528,0.9949157611404645,0.006141625531911776
19099,61,4,1,0,3,358897.01488,3,3,3,1,4595982.3645,1686988.56952,5360000,25889.941215,25500,0.9848851269644975,0.9952650635966949,0.010379936632197384
19100,60,4,1,0,3,95847.867476,2,3,5,1,3537601.5676,2685304.70279,227000,190549.967342,168500,0.9337414476047727,0.5739570164348925,-0.35978443116988024
19101,60,4,1,0,3,92652.938561,2,3,5,1,3577989.8759,2959738.0797,227000,224724.689746,233500,0.9294308943090281,0.49294245385450597,-0.4364884404545222
19102,60,4,1,0,3,121407.2988,2,3,5,1,1011778.9027,390420.313523,227000,132556.49902,100500,0.7465346534668762,0.6931297709923664,-0.05340488247450981
19103,60,4,1,0,3,67093.507233,2,3,5,1,4232694.7093,3014624.755106,227000,326420.3788401,85500,0.9022999194103776,0.7264,-0.17589991941037753
19104,60,4,1,0,3,84133.128118,2,3,5,1,1915855.6499,856439.255388,227000,366601.56760199997,319500,0.7002540220155862,0.41537053979871913,-0.28488348221686705
19110,78,4,2,0,1,65176.549884,3,2,5,1,990549.15088,286860.548662,220000,44012.9000655,46000,0.8669796557119697,0.8270676691729323,-0.03991198653903738
19111,78,4,2,0,1,65176.549884,3,2,5,1,990549.15088,286860.548662,220000,44012.9000655,46000,0.8669796557119697,0.8270676691729323,-0.03991198653903738
19112,78,4,2,0,1,65176.549884,3,2,5,1,990549.15088,286860.548662,220000,44012.9000655,46000,0.8669796557119697,0.8270676691729323,-0.03991198653903738
19113,78,4,2,0,1,65176.549884,3,2,5,1,990549.15088,286860.548662,220000,44012.9000655,46000,0.8669796557119697,0.8270676691729323,-0.03991198653903738
19114,78,4,2,0,1,65176.549884,3,2,5,1,990549.15088,286860.548662,220000,44012.9000655,46000,0.8669796557119697,0.8270676691729323,-0.03991198653903738
19115,71,4,1,0,2,670935.07233,2,3,1,1,7790801.1104,2019415.4148,599000,10355.976486,45000,0.9948979591837489,0.9301242236024845,-0.06477373558126442
19116,71,4,1,0,2,670935.07233,2,3,1,1,7790801.1104,2019415.4148,599000,10355.976486,45000,0.9948979591837489,0.9301242236024845,-0.06477373558126442
19117,71,4,1,0,2,670935.07233,2,3,1,1,7790801.1104,2019415.4148,599000,10355.976486,45000,0.9948979591837489,0.9301242236024845,-0.06477373558126442
19118,71,4,1,0,2,670935.07233,2,3,1,1,7790801.1104,2019415.4148,599000,10355.976486,45000,0.9948979591837489,0.9301242236024845,-0.06477373558126442
19119,71,4,1,0,2,670935.07233,2,3,1,1,7790801.1104,2019415.4148,599000,10355.976486,45000,0.9948979591837489,0.9301242236024845,-0.06477373558126442
19120,28,4,2,0,1,90522.98595,1,3,5,1,515831.18877,316892.880469,16000,18744.3174396,55500,0.9441530391851727,0.22377622377622378,-0.7203768154089489
19121,28,4,2,0,1,90522.98595,1,3,5,1,498226.02874,316892.880469,16000,18744.3174396,55500,0.9441530391851727,0.22377622377622378,-0.7203768154089489
19122,28,4,2,0,1,90522.98595,1,3,5,1,519041.54148,316892.880469,16000,18847.8772045,55500,0.9438618136948713,0.22377622377622378,-0.7200855899186476
19123,28,4,2,0,1,90522.98595,1,3,5,1,533436.34879,316892.880469,16000,18744.3174396,55500,0.9441530391851727,0.22377622377622378,-0.7203768154089489
19124,28,4,2,0,1,90522.98595,1,3,5,1,519973.57936,316892.880469,16000,18744.3174396,55500,0.9441530391851727,0.22377622377622378,-0.7203768154089489
19140,68,4,2,0,1,67093.507233,3,1,5,1,94239.386022,6213.5858916,0,55922.2730244,36700,0.1,0.0,-0.1
19141,68,4,2,0,1,67093.507233,3,1,5,1,94239.386022,6213.5858916,0,55922.2730244,35900,0.1,0.0,-0.1
19142,68,4,2,0,1,67093.507233,3,1,5,1,94239.386022,6213.5858916,0,55922.2730244,38300,0.1,0.0,-0.1
19143,68,4,2,0,1,67093.507233,3,1,5,1,94239.386022,6213.5858916,0,55922.2730244,51700,0.1,0.0,-0.1
19144,68,4,2,0,1,67093.507233,3,1,5,1,94239.386022,6213.5858916,0,55922.2730244,41100,0.1,0.0,-0.1
19145,40,4,1,0,1,304583.22331,2,3,4,1,1142574.8857,198834.748531,140000,11702.253429,50000,0.9444171175610104,0.7368421052631579,-0.20757501229785258
19146,40,4,1,0,1,305648.19962,2,3,4,1,1142574.8857,198834.748531,140000,11702.253429,50000,0.9444171175610104,0.7368421052631579,-0.20757501229785258
19147,40,4,1,0,1,304583.22331,2,3,4,1,1142574.8857,198834.748531,140000,11702.253429,50000,0.9444171175610104,0.7368421052631579,-0.20757501229785258
19148,40,4,1,0,1,304583.22331,2,3,4,1,1142574.8857,198834.748531,140000,11702.253429,50000,0.9444171175610104,0.7368421052631579,-0.20757501229785258
19149,40,4,1,0,1,304583.22331,2,3,4,1,1142574.8857,198834.748531,140000,11702.253429,50000,0.9444171175610104,0.7368421052631579,-0.20757501229785258
19160,48,4,1,2,2,3003233.1809,1,1,1,1,68796822.992,17366972.5667,15690000,112880.1437,92000,0.9935422714613127,0.9941705740717273,0.0006283026104145772
19161,48,4,1,2,2,2417496.213,1,1,1,1,76289371.979,19583151.534900002,15560000,100452.97191,113000,0.9948966170360085,0.9927901486633063,-0.0021064683727022304
19162,48,4,1,2,2,2428145.9761,1,1,1,1,70665041.15,20235578.0536,15790000,113915.74135,92000,0.9944020356232022,0.9942072786802669,-0.00019475694293524803
19163,48,4,1,2,2,2918035.0765,1,1,1,1,67752940.562,19034284.7816,15330000,93203.788374,96000,0.9951272333514652,0.9937767405678725,-0.0013504927835927827
19164,48,4,1,2,2,2864786.2612,1,1,1,1,65511907.25,17398040.4962,14800000,113915.74135,103000,0.9934949733881966,0.9930886398711669,-0.0004063335170296778
19180,75,4,1,0,2,25697878.247,2,3,4,1,1061496910.2,294327207.711,182702000,69461676.682,28962000,0.809060475286648,0.8631699296999017,0.054109454413253655
19181,75,4,1,0,2,24994993.885,2,3,4,1,939552180.27,308463115.60899997,177632000,61048481.385,29148000,0.834786020569765,0.8590385917400135,0.024252571170248483
19182,75,4,1,0,2,27327291.994,2,3,4,1,1068542081.0,273097455.907,195522000,63956439.582,28282000,0.8102486265906774,0.8736304981144215,0.06338187152374408
19183,75,4,1,0,2,27050398.154,2,3,4,1,963118240.37,295124617.89,188781000,69602517.962,29771000,0.8091655072513071,0.8637807020754786,0.05461519482417154
19184,75,4,1,0,2,25452933.697,2,3,4,1,892992745.59,280553758.98399997,166332000,65512942.848,31561000,0.8106927291727604,0.8405148236673354,0.02982209449457507
19190,53,4,1,0,1,181045.9719,2,3,2,1,758057.47877,12427.171783,23000,22783.148269,19000,0.3529411764689176,0.5476190476190477,0.19467787115013008
19191,53,4,1,0,1,182110.94821,2,3,2,1,757021.88112,12427.171783,23000,21747.550621,19000,0.36363636362838325,0.5476190476190477,0.18398268399066442
19192,53,4,1,0,1,181045.9719,2,3,2,1,758057.47877,12427.171783,23000,22783.148269,19000,0.3529411764689176,0.5476190476190477,0.19467787115013008
19193,53,4,1,0,1,181045.9719,2,3,2,1,758057.47877,12427.171783,23000,22783.148269,19000,0.3529411764689176,0.5476190476190477,0.19467787115013008
19194,53,4,1,0,1,182110.94821,2,3,2,1,758057.47877,12427.171783,23000,22783.148269,19000,0.3529411764689176,0.5476190476190477,0.19467787115013008
19205,85,4,2,0,3,30884.312854,4,3,5,1,240983.57283,1346.2769432,580,48051.730895,34000,0.027253668763518635,0.0167727009832273,-0.010480967780291336
19206,85,4,2,0,3,30884.312854,4,3,5,1,240465.774,1346.2769432,520,48569.5297193,35000,0.026970954357257954,0.01463963963963964,-0.012331314717618315
19207,85,4,2,0,3,30884.312854,4,3,5,1,239326.61659,1346.2769432,580,47430.372305879995,37000,0.027600849257298932,0.015433741351782864,-0.012167107905516068
19208,85,4,2,0,3,29819.336548,4,3,5,1,239357.68452,1346.2769432,510,47461.440235329996,36000,0.02758328028896654,0.013968775677896467,-0.013614504611070073
19209,85,4,2,0,3,30884.312854,4,3,5,1,238643.12214,1346.2769432,600,46746.8778578,35000,0.027993109388864776,0.016853932584269662,-0.011139176804595113
19220,55,4,2,0,1,69223.459844,3,1,4,1,35106.760287,2071.1952972,0,517.7988243,100,0.8,0.0,-0.8
19221,55,4,2,0,1,69223.459844,3,1,4,1,35003.200523,2071.1952972,0,517.7988243,100,0.8,0.0,-0.8
19222,55,4,2,0,1,69223.459844,3,1,4,1,35106.760287,2071.1952972,0,517.7988243,100,0.8,0.0,-0.8
19223,55,4,2,0,1,69223.459844,3,1,4,1,35106.760287,2071.1952972,0,517.7988243,100,0.8,0.0,-0.8
19224,55,4,2,0,1,69223.459844,3,1,4,1,35106.760287,2071.1952972,0,517.7988243,100,0.8,0.0,-0.8
19240,54,4,1,0,2,4632646.928,2,3,2,1,43124357.283,9341090.7904,5000000,634821.35859,61500,0.9363645800896241,0.9878494517435543,0.05148487165393023
19241,54,4,1,0,2,4643296.6911,2,3,2,1,42811606.793,9030411.4958,5000000,632750.1632899999,55500,0.9345193441222438,0.9890218573830482,0.05450251326080435
19242,54,4,1,0,2,4600697.6389,2,3,2,1,42975231.221,9196107.1195,5000000,630678.968,80500,0.9358204236477433,0.9841551028442083,0.04833467919646495
19243,54,4,1,0,2,4590047.8758,2,3,2,1,43846168.844,10066009.144299999,5000000,631714.56565,118500,0.9409486931259555,0.9768486861385172,0.03589999301256164
19244,54,4,1,0,2,4643296.6911,2,3,2,1,42015232.201,8233001.306299999,5000000,633785.76094,115500,0.9285213735106327,0.9774215619196559,0.048900188409023215
19245,60,4,1,0,1,39659717.609,3,3,4,1,26810587.524,21799330.5029,73500000,1349383.73612,1333000,0.941708048136624,0.9821870030601473,0.04047895492352327
19246,60,4,1,0,1,39659717.609,3,3,4,1,26554691.346,21395447.42,72500000,1404166.85173,1308000,0.9384126926449333,0.982278343810969,0.04386565116603569
19247,60,4,1,0,1,39659717.609,3,3,4,1,26944179.621,21788974.5264,64600000,1347312.54082,1327000,0.941766259343795,0.9798716762479712,0.03810541690417624
19248,60,4,1,0,1,39659717.609,3,3,4,1,27117124.428,21747550.621,64640000,1444658.71978,1282000,0.9377093101156264,0.9805527744910651,0.04284346437543873
19249,60,4,1,0,1,39659717.609,3,3,4,1,27020710.287,21809686.4794,66760000,1368956.53168,1388000,0.9409388836514027,0.9796325644186183,0.03869368076721569
19255,62,2,1,0,2,624076.1149,2,3,5,1,21767226.976,48673.089484,325000,250614.630965,147000,0.16262975778284267,0.6885593220338984,0.5259295642510557
19256,62,2,1,0,2,347182.27553,2,3,5,1,21767226.976,48673.089484,325000,250614.630965,144000,0.16262975778284267,0.6929637526652452,0.5303339948824026
19257,62,2,1,0,2,286478.62612,2,3,5,1,21767226.976,48673.089484,325000,250614.630965,148000,0.16262975778284267,0.6871035940803383,0.5244738362974957
19258,62,2,1,0,2,288608.57873,2,3,5,1,21767226.976,48673.089484,325000,250614.630965,143000,0.16262975778284267,0.6944444444444444,0.5318146866616018
19259,62,2,1,0,2,598516.68357,2,3,5,1,21767226.976,48673.089484,325000,250614.630965,152000,0.16262975778284267,0.6813417190775681,0.5187119612947255
19260,58,4,1,1,2,299258.34179,3,3,3,1,81834997.387,35000093.72986,22500000,1178510.1241,817000,0.9674252182627826,0.964961187116696,-0.0024640311460866204
19261,58,4,1,1,2,298193.36548,3,3,3,1,78090276.29,34017311.56099,29320000,1159869.36643,1724000,0.9670277908618339,0.9444659193402912,-0.022561871521542654
